"line","word"
1,"por que hace mucho ruido"
2,"que es un hermano que grita mucho, mas de lo normal :v"
3,"que es una persona gritona"
4,"porque el nino grita mucho"
5,"es muy griton"
6,"que grita todo el tiempo"
7,"que su hermano es un griton"
8,"porque su hermanito sube demasiado la voz"
9,"se refiere a que el hermano grita y el poeta ve a mundo como pelotas"
10,"porque talves su hermano grita mucho"
11,"por el grita"
12,"que no se esta en silencio jajajajaja"
13,"que su hermano puede gritar por que no tiene una pelota de pelos"
14,"como esta pequeno da lata"
15,"que es bien yoron"
16,"cuando al hermano no le compran nada se pone gritar"
17,"que su hermano es una pelota que grita"
18,"que grita mucho"
19,"que abla mucho o grita"
20,"que la nina sela pasa llorando o asiendo berrinche :v"
21,"por que grita mucho"
22,"que grita mucho"
23,"de que su hermano grita mucho"
24,"por que grita"
25,"por que no habla en voz baja"
26,"por que grita mucho"
27,"mi hermanito grita mucho"
28,"es gordito y grita mucho"
29,"por que el el hermano es u nino pequeno"
30,"que hay muchos gritos"
31,"que exagera al hacer berrinche"
32,"nolo se xd"
33,"que llora mucho :v"
34,"que su hermanogita mucho"
35,"grita"
36,"por que es dibertido"
37,"que cada q lo tocan hace un grito"
38,"que su hermanito tiene muchas energias para gritar"
39,"que mi hermanito no para de gritar"
40,"que su hermano grita mucho"
41,"que su hermano es alguien que grita mucho"
42,"q cuando le pegan el se pone a gritar"
43,"porque se la pasa gritando el pensativo ajajjajaj"
44,"que grita mucho"
45,"mi hermano etsa muy gordo y se la pasa gritando."
46,"si porque frita mucho"
47,"que enpieza a gritar"
48,"por que chilla mucho"
49,"no"
50,"que mi hermano en redondo y grita mucho"
51,"porque los hermanos lloran mucho"
52,"no"
53,"puede gritar"
54,"qu su hermano se la pasa gritando osea es un desastroso"
55,"explica que el hermano grita mucho e inquieto"
56,"13fg"
57,"es griton"
58,"que su hermanito es gordo y grita mucho"
59,"se refiere a que el hermanito siempre grita"
60,"por que su hermano solo grita"
61,"que su hermano chico grita mucho o habla mucho"
62,"que grita, o llora mucho por eso es una pelota de gritos"
63,"que su hermano no se para de quejar a cada rato anda gritando"
64,"que es un nino que grita mucho"
65,"por que el grita"
66,"que su hermano puede gritar por que tiene una pelotas de pelos"
67,"grita mucho"
68,"que es lloron"
69,"que tiene muchos sentimientos"
70,"que grita mucho"
71,"que tu hermano grita mucho y me desespera creo que eso dice la frase de pelota de gritos supongo"
72,"que el siempre grita"
73,"por que los hermanitos son muy molestones"
74,"de que el hermano nada mas se la pasa gritando y eso molesta"
75,"que su hermano grita todo el tiempo"
76,"porque grita mucho"
77,"que es un griton"
78,"que grita mucho"
79,"por que esta gordo y gita"
80,"que es un ruidoso"
81,"que da mucha lata"
82,"que su hermanito grita mucho"
83,"por que gryta mucho mi ermanito"
84,"por que mi hermanito grita mucho"
85,"que su hermano grita mucho"
86,"que es fastidioso"
87,"una pelota mu enojada"
88,"no see"
89,"que es muy platicon"
90,"que es muy berrinchudo"
91,"mi hermanito es un nino de gritos"
92,"xk su hermano simpre grita"
93,"que su hermano es muy gordo y grita mucho"
94,"mi hermano es muy griton"
95,"que es alguien muy griton"
96,"el hermano es muy inquieto"
97,"porque los ninos son muy escandalosos"
98,"la forma de expresar a un ser por medio de palabras metaforicas"
99,"que su hermano es una persona que grita mucho"
100,"por que grita mucho y salta mucho"
101,"tal vez por que es algo griton y molesto"
102,"significa que reclama o llora mucho"
103,"que el hermanito grite mucho"
104,"que se unde en el llanto"
105,"que su hermano grita mucho todo el tiempo"
106,"que su hermanito grita mucho"
107,"poequ es bien griton"
108,"por que siempre grita"
109,"por que grita mucho"
110,"por que llora mucho"
111,"es un ni?'o que se la pasa gritando y llorando todo el dia"
112,"por que chillan mucho o gritan mucho exageran"
113,"que su mama es una persona muy gritona"
114,"q no entisende"
115,"por que se la pasa gritando"
116,"porque grita mucho"
117,"su hermano es un nino que grita mucho"
118,"que es muy ruidoso"
119,"es una maquina o bien alguien que grita demasiado"
120,"pirhhhhgvfriufueiituj"
121,"por que llora o le hacen algo"
122,"puen que su hermana grita mucho"
123,"nose"
124,"and fort"
125,"que grita mucho"
126,"porque grita mucho"
127,"mi hermano grita mucho"
128,"que grita demasiado"
129,"que su hermanito siempre esta gritando y hace mucho ruido"
130,"que su hermano es una persona muy ruidosa"
131,"siempre grita"
132,"quiere decir que todo el tiempo esta gritando sin parar"
133,"que su hermanito es muy griton, que su hermanita esta muy loco"
134,"que grita mucho"
135,"quiere decir que su hermano grita mucho."
136,"que grita"
137,"que mi hermano tiene mucha energia"
138,"que es muy pequeno y grita"
139,"que es pequeno y que grita mucho"
140,"que es muy gritona"
141,"no para de gritar"
142,"que grita "
143,"que mi hermano grita mucho"
144,"pues que al parecer su hermano grita mucho pero no entiende la met?Åfora de pelota"
145,"que su hermano grita mucho."
146,"se refiere a que es una persona que grita"
147,"que su hermano hace mucho escandalo"
148,"que hecha mucho relajo"
149,"porque su esta loco"
150,"que grita demasiado"
151,"es que su hermano es muy imperactivo"
152,"que el hermano se la pasa gritando"
153,"que hace mucho escandalo"
154,"que es muy alborotado"
155,"que siempre se la pasa gritando"
156,"que es gordito y grita mucho"
157,"que siempre grita"
158,"mi hermanito es gordito y es griton"
159,"que grita"
160,"que su hermano siempre esta gritando."
161,"que no para de gritar"
162,"que su hermano grita mucho y no sale de su circulo"
163,"un humano gordo que no para de chillar"
164,"que grita mucho"
165,"que grita mucho"
166,"que su hermano se la pasa gritando"
167,"que grita mucho, que da mucha lata"
168,"mi hermano grita"
169,"quiere decir que su hermano grita mucho"
170,"pues que grita mucho y tal vez al hablar grita."
171,"que el nino es un nino que grita mucho"
172,"que el hermano grita como una pelota que esta botando"
173,"es alguien que grita o habla demasiado"
174,"que siempre grita"
175,"de que su hermano o es un quejumbroso o es un lloron"
176,"que se la pasa gritando"
177,"tiene sobrepeso"
178,"que todo el dia esta hablando y grtando"
179,"que es un nino gordo que grita por todo o su tono de voz es fuerte/alto"
180,"porque grita demasiado"
181,"si"
182,"que grita mucho"
183,"que el hermano siempre esta gritando entonces es un conjunto de gritos."
184,"solo grita"
185,"que grita mucho"
186,"que me hermano grita mucho"
187,"mi hermano es un griton"
188,"que su hermano grita o hace mucho ruido"
189,"que grita mucho"
190,"por que grita mucho"
191,"que grita mucho"
192,"que siempre esta gritando."
193,"que o se mueve mucho porque es una pelota o que es muy ruidoso."
194,"que su hermano esta chiquito y grita mucho"
195,"que mi hermano grita mucho"
196,"no se"
197,"significa que es una nino muy chillon y que normalmente se desespera y grita"
198,"que tu hermano grita mucho y esta gordo"
199,"que su hermano es muy griton"
200,"que grita mucho"
201,"quiere decir que su hermano es un nino que grita"
202,"que grita en exceso"
203,"mi hermano es alguien que no para de gritar y hablar"
204,"que su hermanito es un griton y llora todo el dia como la llorona"
205,"alguien que grita"
206,"que tu hermano grita mucho"
207,"el hermano representa a un infante en plena etapa de inocencia y escandalo"
208,"que tu hermano grita mucho"
209,"que grita mucho"
210,"porque no deja de gritar"
211,"que hace mucho escandalo y no se puede quedar quieto"
212,"es un ser que grita mucho"
213,"que esta muy irritanto"
214,"que su hermano es gordito y redondo y esta constantemente gritando"
215,"es una machina a gritar"
216,"su hermano grita mucho"
217,"mi hermano grita mucho"
218,"que nunca deja de hablar"
219,"que es un nino gordito que se la pasa gritando"
220,"que los ninos son demasiados inquietos y ruidosos"
221,"que su hermanito grita mucho"
222,"que su hermando es un nino travieso"
223,"que su hermano grita mucho."
224,"es decir que tu hermanito es un griton"
225,"que siempre esta llorando o gritando"
226,"que es un dolor de cabeza"
227,"invalida x sistema"
228,"que todo el tiempo grita mucho"
229,"que siempre hace berrinche y grita para tener lo que quiere"
230,"que es un nino muy inquieto"
231,"quiere decir que su hermanito grita mucho"
232,"que mi hermano le encanta cantar"
233,"que grita mucho todo el tiempo"
234,"esunaternura"
235,"por que esta gordito y es muy griton"
236,"por que son muy ruidosos."
237,"que grita mucho"
238,"que su hermano grita mucho"
239,"que el hermanito es muy ruidoso"
240,"mi hermanito me estresa cada bes que grita."
241,"que su hermanito grita mucho"
242,"que un nino es muy ruidoso"
243,"que mi ermano grita mucho"
244,"su hermano grita o llora mucho y asi es como la autor@ se refiere a el en el sentido literario"
245,"por que siempre grita"
246,"por que los ninos pequenos por lo regular gritan por todo"
247,"q es chillon"
248,"que es un bb"
249,"que siempre grita"
250,"que mi hermanito grita mucho"
251,"al hermano lo representa como una pelota y el grita mucho"
252,"porque el grita mucho o muy fuerte"
253,"que todo el tiempo llora y grita"
254,"que su pelota es la mejor"
255,"mi hermano es una ??persona que grita todo el tiempo"
256,"es un nino"
257,"por quegrita"
258,"mi hermanito grita mucho"
259,"mi hermano grita demasiado"
260,"que es muy inquieto"
261,"q asu hermano le gustan los grillos alv"
262,"por que grita mucho"
263,"que mi hermono grita mucho"
264,"por que es gordo y le gusta cantar"
265,"quiere decir que su hermano grita mucho"
266,"que grita demasiado"
267,"que mi hermano grita y grita sin parar y sin sentido"
268,"que los ninos son muy energeticos y tienden a gritar mucho."
269,"osea que su hermano grita mucho"
270,"es cuando mi hermano siempre esta llorando o gritando"
271,"que hace ruido"
272,"que cada bote que da es un grito de mi hermano"
273,"que su hermano se la pasa gritando"
274,"por siempre mete goles"
275,"quiere decir mi hermanito todo el tiempo grita"
276,"que el hermano se la pasa gritando"
277,"que es muy grito"
278,"que su hermano es una latoso"
279,"que llega a gritar mucho"
280,"que es muy gritos"
281,"que mi hermano grita mucho y ase esallar alas personas"
282,"q es fastidioso"
283,"que grita mucho"
284,"ya es grande y grita"
285,"que grita mucho"
286,"que se la pasa gritando todo el tiempo"
287,"q mi hermana grita"
288,"que mi hermanito es muy griton"
289,"por que grita mucho"
290,"se refiere a que su hermano es una persona gritona"
291,"quiere decir que los ninos gritan mucho"
292,"que es muy la toso"
293,"que es bien gritano"
294,"su hermano es un bebe que grita y llora mucho"
295,"que esta gritando su hermano"
296,"que el hermanito grita mucho"
297,"que mi hermanito siempre grita"
298,"que su hermano siempre grita"
299,"quiere decir que su hermano grita mucho, es una metafora"
300,"lo que yo entiendo es que su hermano grita mucho y a eso se refiere."
301,"se refiere a que su hermano grita mucho"
302,"quiere decir que su hermano grita mucho."
303,"que su hermano es muy lloron y enojon y de todo grita"
304,"qwee"
305,"por que regana al hermano menor"
306,"que es una persona que grita mucho"
307,"cuando a alguien se le dice pelota, la mayoria de veces es porque tratan de decirle gordo/a asi que supongo que trata de decir que su hermano es un gordo griton"
308,"que es una persona inquieta"
309,"porque grita mucho"
310,"que siempre que se mueve hace demasiado ruido"
311,"que con cualquier cosa se altera y grita"
312,"por que no esta quieta"
313,"que mi hermanito grita mucho en casa"
314,"pues ami entender, la persona se esta haciendo una referencia de la pelota con su hermano, que es inquieto, entre otras cosas."
315,"que a mi hermano le gusta gritar o hablar mucho y muy fuerte"
316,"que es muy fastidioso"
317,"grita mucho"
318,"por lo que entiendo es que un ni?'o tiene una pelota que es super fant?Åstica"
319,"por que los ninos gritan cuando estan pequenos"
320,"que mi hermano se parece a una bola de pelos"
321,"pues k es como muy lida con migom y k parese algo muy tierno la pelota de pelos como mi sister"
322,"que tiene un hermanito que grita mucho es muy imperactivo"
323,"que el hermano grita mucho"
324,"siempre grita"
325,"quiere decir que el nino es muy griton cuando juega la pelota"
326,"grita mucho"
327,"que el nino grita mucho y este se expresa mas comun de esta forma"
328,"por que quiere decir que el hermano es muy griton"
329,"que grita mucho"
330,"moleta mucho"
331,"es su apodo"
332,"que su hermano tiene muchos grillos"
333,"que grita mucho y el piensa que es una pelota"
334,"es muy latoso"
335,"que esta gordito y se la pasa gritando"
336,"que se la pasa gritando"
337,"que el tiene la peota y no se la quieren dar y grita"
338,"yo supongo que quiere decir que es un nino que grita bastante como un nino de 5 o 4 anos"
339,"mi sobrina"
340,"que mi hermanito es muy griton"
341,"que mi hermano grita mucho"
342,"que grita mucho mi hermano"
343,"quiere decir que mi hermanito grita demasiado"
344,"pues se refiere a que tu hermana es la otra parte para ti"
345,"mi hermano grita muho como bota una pelota"
346,"que grita mucho"
347,"se la pasa gritando"
348,"que su hermano grita mucho o es muy ruidoso"
349,"que su hermano grita mucho"
350,"que su hermano grita mucho"
351,"mi hermano es muy griton,escandaloso y travieso"
352,"que mi hermano siempre esta gritando"
353,"que su hermano es un nino super griton"
354,"que los hermanos te pueden molestar o normalmente te peleas con ellos"
355,"mi hermano cada vez que grita se vuelve muy constante"
356,"un nino que siempre trata de llamar la atencion con gritos."
357,"que su hermano grita mucho"
358,"por molesto y castroso"
359,"que su hermanito grita mucho."
360,"que es un nino gordito como pelota que grita mucho"
361,"la referencia da a que el hermano grita mucho pero es como si le hubieran puesto como tipo sobrante ""pelota"""
362,"que es muy griton"
363,"que se altera rapido"
364,"que siempre grita por todo"
365,"mi hermanito en un nino que grita mucho"
366,"que su hermano grita mucho"
367,"que siempre grita mucho"
368,"que el nunca deja de gritar"
369,"simplemente que su hermano es una persona muy gritona, pelota se refiere a cabeza."
370,"que esta gordo y le gusta gritar"
371,"mi hermano grita por todo"
372,"que los ninos pueden hacer mucho ruido"
373,"es muy ruidoso"
374,"a qiere"
375,"por que grita a cada rato"
376,"que grita mucho"
377,"por que siempre esta gritando"
378,"que su hermano se la pasa gritando"
379,"que es una persona muy reganona y grita"
380,"que para mi es muy latoso"
381,"mi hermano grita mucho"
382,"q mi hermanito es muy griton en forma de pelota"
383,"que siempre esta gritando"
384,"que el hermano es muy expresivo"
385,"que llora mucho"
386,"que grita mucho"
387,"que siempre anda brincando y gritando"
388,"que su hermano grita mucho"
389,"el nino grita mucho o habla de mas"
390,"que su hermanito grita mucho"
391,"es una persona gordita que grita"
392,"se refiere a que su hermano es muy inquieto."
393,"que el nino es muy griton"
394,"que es una persona que siempre grita."
395,"puede ser que el hermanito este pequeno y nunca deja de llorar y gritar por todo lo que le hacen o le pasa."
396,"porque no para de gritar o de molestar"
397,"que su hermano grita mucho."
398,"una persona gorda que grita mucho"
399,"que grita por todo, cada que rebota"
400,"porque el grita mucho"
401,"que por cualquier cosa llora y grita"
402,"que se la pasa gritando."
403,"talvez que sienpre esta corriendo o no se esta empaz"
404,"porque esta chiquito grita mucho"
405,"que tu hermano no para de gritar y es un escandaloso."
406,"que es un nino muy griton"
407,"es un nino muy griton"
408,"su hermano grita todo el tiempo y es una pelota porque se esta ocupando como una alternativa"
409,"mi hermano es muy escandaloso"
410,"que a cada rato esta gritando"
411,"que grita mucho"
412,"por que nose calla"
413,"que tu hermano grita mucho"
414,"que grita mucho"
415,"su hermano solo grita"
416,"esta lleno de gritos"
417,"llora o grita mucho"
418,"describe como es el hermano,quiere decir  que grita mucho"
419,"que solo grita mucho"
420,"que grita mucho"
421,"que su hermano menor grita mucho"
422,"que esta lleno de gritos listos para salir"
423,"que esta molestando"
424,"que es muy escandaloso o ruidoso"
425,"porque tal vez tu hermano es un griton y es lo unico que hace"
426,"significa que es una persona que grita demasiado"
427,"significa que su hermano es muy escandaloso"
428,"se refiere a que su hermano siempre grita"
429,"que su hermano grita mucho"
430,"que su hermano grita mucho"
431,"que al ser pequeno llora y grita mucho"
432,"que grita mucha probablemente porque es menor"
433,"que su hermano es muy griton"
434,"un nino gordo que hace mucho ruido"
435,"que siempre esta gritando"
436,"pq se espanta muy facil y salta al mismo tiemmpo que gfrita"
437,"que grita muy fuerte y grita todo el tiempo."
438,"que su hermano tiende a gritar mucho"
439,"que se refieren a que la pelota representa su hermano y como su hermano grita mucho esa es la accion que representa a su hermano"
440,"su hermano debe ser un nino pequeno, y por lo general los ninos pequenos gritan cuando hacen berrinches. tambien puede ser un bebe su hermano y pues los bebes lloran."
441,"porque esta gordo y grita demasiado"
442,"la pelota significa su impratividad osea como *rebotar* y los gritos representa el ruido que hace"
443,"que su hermano no deja de gritar"
444,"gritan mucho"
445,"que grita demaciado"
446,"que el nino grita mucho tiempo continuo."
447,"significa que su hermano llora y gritos mucho"
448,"que su hermano es muy griton"
449,"que se grita siempre llora y grita."
450,"que su hermano es muy desastroso, que grita mucho"
451,"que el hermano del autor es alguien que se expresa mucho y de manera demandante."
452,"su hermano se grita y trata como pelota(salta, bota)"
453,"que es muy escandaloso"
454,"que el hermano grita mucho."
455,"??l molesta facilmente"
456,"su hermano grita mucho"
457,"que su hermano grita mucho"
458,"quiere decir que siempre pega gritos"
459,"una persona que grita"
460,"el hermano que grita."
461,"que es alguien que no para de gritar"
462,"quiere decir que los hermanos se gritan y lloran porque son menores en las casas, y se comparo en una pelota."
463,"that maybe her sister always screams to her"
464,"que es un bebe que grita mucho"
465,"que siempre esta gritando"
466,"que no deja de gritar"
467,"mi hermanito grita mucho."
468,"puede significar que el hermano es ruidoso."
469,"que grita mucho"
470,"esta usando la palabra pelota para todo, asi ue podemos pensar que su hermanito simplemente es muy griton"
471,"es un nino que grita mucho"
